employees,firm_age_years,training,access_finance,exporter,digital_payments,competition_level,sector,sales_annual_usd,labor_productivity_usd_per_employee,successful
17.0,21.0,1.0,0.0,0,1,Baja,Manufactura,59651.49226196604,4368.664216505909,0
12.0,16.0,0.0,1.0,0,1,Alta,Servicios,29077.26699273796,2241.4066169428215,0
16.0,15.0,0.0,0.0,1,0,Alta,Servicios,48012.59802665014,4103.996699672787,0
15.0,13.0,0.0,0.0,0,1,Baja,Manufactura,30572.501771216823,2707.8762673887977,1
6.0,14.0,1.0,1.0,0,1,Media,Manufactura,,3956.78583873965,1
7.0,6.0,0.0,1.0,0,0,Media,Servicios,25469.107453440218,3250.129197692945,1
,4.0,1.0,1.0,0,0,Media,Manufactura,49717.68588901641,2436.5059548442873,1
14.0,9.0,1.0,1.0,0,0,Alta,Comercio,30347.08025139064,2147.3877497899543,1
10.0,8.0,1.0,1.0,0,1,Alta,Comercio,35226.97371057902,4061.9645044371055,0
11.0,6.0,0.0,0.0,1,1,Baja,Manufactura,31936.60634304895,2677.3122462080973,1
21.0,13.0,,1.0,1,0,Media,Comercio,57868.36462457127,1590.8574803455758,0
7.0,15.0,0.0,0.0,0,0,Media,Servicios,24870.55013107718,4879.06060533488,1
14.0,10.0,,0.0,1,1,Media,Servicios,47490.69269279436,3557.4081230416396,0
9.0,18.0,1.0,1.0,0,1,Media,Comercio,33562.87242764562,3391.559235909401,0
9.0,2.0,0.0,0.0,0,0,Baja,Comercio,26258.596292519407,3614.8791793114638,1
19.0,8.0,0.0,0.0,0,1,Media,Manufactura,13412.647310815702,1033.4665779876543,0
16.0,5.0,0.0,0.0,0,0,Media,Manufactura,46466.78327900883,1441.481068239403,0
16.0,0.0,1.0,1.0,1,1,Baja,Comercio,27479.11817223459,1914.3986784245399,0
,9.0,0.0,0.0,0,1,Alta,Manufactura,24029.5434670228,764.5860482933341,1
10.0,8.0,1.0,1.0,0,0,Alta,Servicios,24551.328915146332,2781.411457672719,1
15.0,18.0,0.0,0.0,0,1,Media,Servicios,28499.89159248424,1961.7400950725053,0
8.0,13.0,1.0,1.0,0,1,Media,Manufactura,49747.5940963109,7289.625642391888,1
12.0,3.0,1.0,1.0,0,1,Media,Servicios,22799.16816054314,1676.9983479133039,1
9.0,20.0,1.0,0.0,0,1,Media,Servicios,32134.650677108955,2235.355560741764,0
11.0,16.0,1.0,0.0,0,0,Baja,Comercio,23209.6732922585,1885.290317089022,0
14.0,12.0,0.0,0.0,0,0,Media,Comercio,23358.75065726492,1847.117384910772,0
6.0,8.0,,1.0,1,0,Baja,Manufactura,27490.074495028588,5905.674243993779,1
35.0,3.0,1.0,1.0,0,1,Baja,Servicios,69387.56103268113,1479.0525723909798,1
5.0,7.0,0.0,1.0,0,1,Baja,Servicios,18196.67231864714,4704.718456413546,1
5.0,16.0,0.0,0.0,0,1,Baja,Servicios,16398.502940697046,2789.281572320837,1
20.0,20.0,0.0,1.0,0,0,Baja,Comercio,49763.2839321998,2724.1532299434944,0
16.0,18.0,0.0,1.0,0,0,Alta,Servicios,43155.61287404504,2374.413065922936,0
15.0,6.0,0.0,1.0,0,0,Media,Comercio,21026.23095351971,1467.0641209572877,0
15.0,2.0,1.0,1.0,1,1,Baja,Manufactura,42060.11387233284,3504.3991707872615,1
10.0,10.0,0.0,0.0,0,1,Baja,Manufactura,32976.59868121929,2426.5234810211905,0
6.0,0.0,0.0,0.0,0,1,Alta,Servicios,12074.779523253088,1697.8843856290405,0
10.0,11.0,0.0,1.0,1,1,Media,Comercio,45139.67032404238,4727.596915892418,1
7.0,8.0,1.0,1.0,0,1,Media,Comercio,19161.60513337047,4989.792423814122,1
18.0,6.0,0.0,0.0,0,0,Alta,Tecnologia,12389.911288167335,554.7228550229138,0
9.0,0.0,1.0,0.0,0,1,Media,Tecnologia,19533.19045944792,3614.3932083925715,0
6.0,12.0,1.0,0.0,1,1,Media,Servicios,19891.0899399975,5471.858091681693,0
8.0,6.0,0.0,0.0,1,1,Baja,Comercio,23597.535969878783,2878.798354817899,0
13.0,2.0,1.0,,0,0,Media,Servicios,17406.268976026666,1242.7702225746323,0
7.0,0.0,1.0,1.0,0,0,Media,Servicios,26450.9877568012,3178.365443573521,0
6.0,9.0,1.0,1.0,0,0,Media,Servicios,20158.836155412195,3303.0048320630763,1
12.0,20.0,1.0,0.0,1,0,Media,Comercio,36076.18463344005,2114.9822801102555,1
12.0,19.0,0.0,0.0,1,1,Media,Comercio,34128.709915755506,2790.36541104484,0
7.0,6.0,0.0,0.0,0,0,Baja,Servicios,17499.491988613743,3634.537147508941,0
8.0,5.0,0.0,0.0,0,1,Baja,Comercio,18958.891878527487,2034.1137952483434,1
11.0,12.0,0.0,1.0,0,1,Media,Servicios,36366.70361063498,3112.9700524295968,0
4.0,3.0,1.0,1.0,0,0,Alta,Comercio,10622.307554025036,1735.6409977666572,0
4.0,11.0,0.0,0.0,0,0,Media,Servicios,19399.200370134236,5325.214583201175,0
6.0,14.0,1.0,1.0,0,1,Media,Servicios,26356.296922246667,4692.98185697594,1
9.0,16.0,1.0,1.0,0,1,,Comercio,25219.67197475505,2847.169481856505,1
12.0,8.0,1.0,1.0,0,1,Baja,Servicios,44826.18891272161,3538.4158614560324,1
24.0,8.0,1.0,0.0,1,1,Baja,Comercio,39993.35262139945,1548.7837504744894,1
17.0,4.0,0.0,1.0,0,1,Media,,41546.62435076557,2770.639027129801,0
9.0,4.0,0.0,0.0,0,1,Baja,Comercio,43121.79155156133,4756.916889256733,1
10.0,8.0,0.0,0.0,0,1,Baja,Servicios,17989.47543812442,1946.32847387684,0
5.0,11.0,0.0,0.0,1,0,Media,Comercio,17497.232852661342,3692.672821270434,0
10.0,14.0,0.0,0.0,1,1,Baja,Manufactura,19272.132971434345,2552.1391600353,1
8.0,4.0,0.0,0.0,0,1,Media,Servicios,19917.227661616093,2948.7815511493045,0
12.0,18.0,1.0,0.0,0,1,Media,Comercio,,1994.2655729242538,1
6.0,7.0,0.0,0.0,0,0,Media,,10695.287100560168,2605.564173249751,1
14.0,9.0,0.0,1.0,0,1,Media,Comercio,21077.835964652695,1672.3534114795245,0
25.0,5.0,1.0,1.0,0,1,Media,Servicios,64744.628916910755,3588.7917766131154,0
9.0,0.0,0.0,0.0,1,1,Media,Comercio,28253.66114589805,3653.6772348221507,1
13.0,14.0,0.0,1.0,0,0,Media,Comercio,28047.824679732235,1361.3569371629867,0
15.0,13.0,1.0,1.0,1,0,Alta,Manufactura,33402.1133316022,3085.697300369782,1
8.0,7.0,1.0,1.0,0,0,Baja,Comercio,47610.403638467695,6155.855975098277,1
11.0,,1.0,0.0,0,0,Baja,Comercio,19265.189869243266,1728.7798456858773,0
10.0,12.0,0.0,1.0,0,0,Alta,Comercio,9780.355333763495,1049.3047583543766,0
11.0,0.0,1.0,1.0,0,0,Media,Tecnologia,34445.54019969689,2872.6601114587015,0
6.0,6.0,1.0,1.0,0,1,Media,Manufactura,18243.77940171444,3218.1990861923146,0
10.0,14.0,0.0,0.0,0,1,Media,Servicios,32107.83877047932,2769.16571579968,0
13.0,1.0,1.0,0.0,0,0,Baja,Manufactura,23531.220196994032,2489.163637981431,1
24.0,11.0,1.0,1.0,0,1,Media,Comercio,,2599.905764981295,0
18.0,1.0,1.0,,0,1,Media,Manufactura,52468.41034857334,2649.030071581481,0
36.0,12.0,1.0,0.0,1,0,Baja,Manufactura,45656.63631760903,1006.4190926005015,0
6.0,9.0,1.0,0.0,0,1,Media,Servicios,16222.794273510315,2891.7208803735502,1
17.0,0.0,1.0,1.0,0,0,Alta,Comercio,26192.269564265185,1614.5039267749573,1
11.0,16.0,0.0,1.0,0,0,Media,Servicios,47707.39131405907,4779.314951678552,0
37.0,5.0,1.0,0.0,0,1,Baja,Servicios,43055.20620983691,900.1015155777836,0
6.0,4.0,0.0,1.0,0,0,Media,Servicios,13550.439868464711,1513.4082710667242,0
6.0,10.0,0.0,0.0,1,1,Media,Comercio,23100.27458937017,4501.824958245581,1
7.0,16.0,1.0,1.0,0,1,Alta,Servicios,23147.979889755083,4793.006284486955,0
3.0,3.0,1.0,1.0,0,1,Media,Servicios,18212.181413830505,4696.840198272813,0
7.0,9.0,1.0,1.0,0,0,Baja,Comercio,15408.194396984942,3275.1040626522063,0
6.0,12.0,0.0,1.0,0,0,Media,Servicios,41825.691624763436,7483.713143308332,1
11.0,13.0,0.0,0.0,0,1,Media,Servicios,14603.265203616063,1325.2275080095899,1
12.0,10.0,0.0,1.0,0,0,Baja,Servicios,27122.22279619465,2046.3538449062676,0
31.0,7.0,1.0,0.0,0,1,Media,Servicios,43511.75384862685,992.9394393810846,0
18.0,4.0,1.0,1.0,1,0,Media,Comercio,81705.96470321028,5810.620580680183,1
7.0,10.0,1.0,,0,1,Media,Servicios,18033.687663519802,2122.1501707841207,1
6.0,3.0,1.0,1.0,0,0,Baja,Tecnologia,53559.42314010098,7345.446608876732,0
13.0,0.0,1.0,0.0,0,1,Media,Comercio,30530.86501707039,3009.489188981961,0
5.0,12.0,1.0,1.0,0,1,Alta,Servicios,26041.613886849693,3252.786516025183,0
30.0,14.0,0.0,0.0,0,1,Alta,Servicios,25237.11915359001,574.7725157193886,0
20.0,0.0,0.0,0.0,0,0,Alta,Comercio,22123.303201138184,1101.16164340726,1
8.0,3.0,1.0,1.0,1,1,Alta,Comercio,22010.0225639479,2960.5571775398976,1
4.0,13.0,1.0,0.0,1,0,Baja,Servicios,33945.86369814646,9579.796143271782,1
22.0,21.0,0.0,1.0,1,1,Media,Servicios,45371.98434187118,1912.4836791106957,1
9.0,,1.0,0.0,0,1,Media,Manufactura,25054.690339483543,5240.562756941015,0
21.0,5.0,0.0,0.0,0,1,,Servicios,20655.31124658314,929.1146942789607,0
4.0,8.0,0.0,1.0,0,0,Baja,Servicios,12253.38880660002,2891.6047847853583,0
7.0,17.0,1.0,0.0,0,1,Alta,Manufactura,30612.22701673589,3583.151385943899,0
10.0,5.0,1.0,0.0,0,0,Media,Comercio,23069.18357786657,2379.497411599232,1
10.0,4.0,1.0,1.0,0,0,Alta,Servicios,35383.32594498134,4126.36100382684,0
8.0,6.0,0.0,0.0,0,0,,Comercio,,1502.6270195160957,0
14.0,3.0,0.0,0.0,0,1,Baja,Servicios,37267.889234274655,1834.4664599687057,1
5.0,10.0,1.0,0.0,0,0,Media,Manufactura,41042.96915053807,7718.984384304839,0
9.0,19.0,1.0,1.0,0,0,Baja,Comercio,30648.75804334693,3807.769049479324,1
11.0,11.0,0.0,1.0,0,1,Alta,Manufactura,55714.776145401374,5865.657042219205,1
14.0,7.0,1.0,1.0,0,0,Baja,Tecnologia,39867.67664384119,2852.357146055441,1
15.0,7.0,0.0,0.0,0,1,Media,Manufactura,16491.17039507208,1259.0795037294192,1
5.0,0.0,1.0,1.0,0,1,Media,Manufactura,19900.424720689596,3251.323644262632,0
4.0,14.0,1.0,1.0,0,1,Media,Comercio,32665.09124164689,12055.113882550091,1
21.0,9.0,0.0,1.0,0,1,,Servicios,29992.76846832666,1830.5031777364484,1
12.0,8.0,0.0,0.0,0,1,Media,Comercio,17233.38234712557,1026.0430864065697,0
6.0,28.0,1.0,1.0,0,1,Baja,Comercio,50110.67725772625,6383.387247737643,0
25.0,11.0,1.0,1.0,0,0,Baja,Manufactura,59935.49243572146,1845.3382525298273,1
11.0,4.0,1.0,0.0,1,1,Media,Servicios,37172.20898441622,4003.458576667714,0
20.0,6.0,1.0,0.0,0,1,Media,Manufactura,40365.37653391081,1463.8327773195938,1
10.0,16.0,1.0,1.0,0,1,Media,Manufactura,48762.22732414131,4488.931976697004,1
34.0,10.0,1.0,0.0,1,0,Media,Tecnologia,51232.84036484507,1688.256457262891,1
29.0,0.0,0.0,1.0,0,0,Media,Manufactura,40609.7875673909,1377.3643711050686,1
9.0,15.0,0.0,1.0,0,0,Media,Servicios,17887.210677186857,2120.3544577564226,1
18.0,5.0,0.0,1.0,0,0,Baja,Servicios,,2283.7423791210563,1
15.0,20.0,0.0,0.0,0,1,Media,Servicios,24907.584795905084,1926.7521462751074,0
23.0,15.0,0.0,0.0,0,0,Alta,Servicios,39855.9198828126,1486.573428740618,0
6.0,6.0,0.0,1.0,0,1,Alta,Comercio,15779.835119374256,2424.9683647167967,0
15.0,17.0,1.0,0.0,1,1,Media,Manufactura,52136.650816953756,3688.61446163659,0
19.0,9.0,1.0,1.0,0,0,Media,Manufactura,36185.5503904372,1954.2186672895325,1
3.0,14.0,1.0,0.0,0,1,Alta,Comercio,9403.746923400986,3153.4305849419256,0
5.0,12.0,0.0,0.0,0,0,Media,Servicios,,1204.3640586841966,0
3.0,4.0,0.0,0.0,1,0,Baja,Servicios,9275.190655455057,2868.6556995174597,0
8.0,,,0.0,0,1,Baja,Servicios,17945.692965433987,2244.436519068554,0
15.0,15.0,0.0,1.0,0,1,Media,Servicios,40500.982409372984,1914.592337624837,1
25.0,7.0,0.0,0.0,0,1,Alta,Comercio,38622.32883993317,1376.1937140089672,0
10.0,7.0,1.0,0.0,0,0,Media,Servicios,17833.38050067595,1964.8322778453894,1
27.0,3.0,1.0,0.0,0,0,Baja,Servicios,27667.845706573782,744.5873677437103,0
4.0,12.0,1.0,0.0,0,1,Baja,Servicios,12164.056294399119,4060.623160056837,1
4.0,21.0,1.0,0.0,0,1,Media,Comercio,22953.21098965639,7881.882676359821,0
10.0,3.0,0.0,1.0,0,0,Alta,Comercio,28766.31836200308,2107.1418682770773,0
13.0,9.0,1.0,0.0,1,0,Media,Comercio,45555.97757182335,4920.43724205545,1
10.0,17.0,1.0,0.0,0,1,Media,Comercio,35714.74336370238,3445.548447244924,1
3.0,9.0,,0.0,1,1,Baja,Tecnologia,24783.96274974917,9172.529852420555,0
9.0,12.0,1.0,1.0,0,0,Alta,Servicios,46008.89949516264,4515.191069025494,1
5.0,3.0,0.0,0.0,0,1,Alta,Comercio,12653.589635719327,3187.5870979611,0
15.0,12.0,1.0,0.0,0,1,Baja,Manufactura,51899.746452841384,3829.7028237353697,1
12.0,8.0,1.0,1.0,0,0,Media,Comercio,26172.062262372605,1779.3489732472065,0
6.0,15.0,0.0,0.0,0,0,Baja,Manufactura,12010.486260001393,1495.8882147201407,0
7.0,16.0,1.0,0.0,0,1,Baja,Servicios,22078.194644276107,2189.349999537574,0
5.0,25.0,1.0,0.0,0,1,Baja,Comercio,26695.813773547234,5596.012537723434,0
10.0,12.0,1.0,1.0,0,1,Baja,Servicios,42029.09016186707,4849.592890791845,1
18.0,11.0,0.0,0.0,0,1,Media,Comercio,54265.366662290944,3547.545197230929,1
6.0,10.0,1.0,1.0,0,0,Media,Servicios,23358.064790481883,3779.862256073193,0
13.0,7.0,0.0,1.0,0,1,Media,Servicios,45710.1995415703,2632.9976456341424,0
7.0,11.0,0.0,0.0,0,0,Media,Comercio,12574.368982266442,1514.721639579802,0
6.0,7.0,0.0,0.0,1,0,Baja,Comercio,16434.92663209305,3653.685680132228,1
9.0,10.0,1.0,0.0,0,1,Baja,Servicios,17876.97995459245,1759.6802750605798,0
5.0,17.0,1.0,1.0,0,1,Media,Comercio,20366.62689217481,4222.021829471016,0
7.0,3.0,1.0,0.0,0,1,Media,Comercio,21853.93629066809,2385.856754334378,0
5.0,16.0,1.0,0.0,0,0,Media,Servicios,17608.090646341996,3830.7719682104303,0
32.0,17.0,0.0,0.0,1,0,Alta,Comercio,54672.038347802896,1523.7819255720706,0
10.0,8.0,0.0,1.0,0,1,Media,Comercio,27344.789613274035,3552.384572050593,0
7.0,0.0,0.0,0.0,0,0,Alta,Comercio,9417.585721154459,1632.4109629339384,1
11.0,5.0,0.0,1.0,0,0,Media,Servicios,48465.26136189058,3892.3983936804457,0
9.0,17.0,0.0,0.0,0,0,Baja,Servicios,21797.608743534365,2346.4644101759327,0
9.0,9.0,0.0,0.0,1,1,Media,Comercio,35083.00627634403,3396.39041222087,0
14.0,3.0,,0.0,0,1,Baja,Tecnologia,25668.103428007104,1285.7387817632425,0
16.0,6.0,0.0,0.0,0,0,Media,Comercio,25968.178329640665,1309.8629958280117,0
7.0,14.0,0.0,0.0,0,1,Baja,Servicios,30653.383556347424,4601.522525423692,0
7.0,,0.0,0.0,0,1,Alta,Comercio,16691.66943346845,2586.5229518851784,1
8.0,8.0,1.0,1.0,0,1,Baja,Manufactura,16291.593125785883,2113.49853915478,0
3.0,7.0,1.0,1.0,0,1,Alta,Servicios,16561.736108526253,5119.462375616733,1
4.0,7.0,1.0,1.0,0,1,Alta,Tecnologia,32920.53376142948,10392.338790070757,0
23.0,3.0,0.0,0.0,1,0,Media,Tecnologia,42047.19253506604,1857.411551429879,0
27.0,19.0,0.0,0.0,0,1,Media,Servicios,48569.745085240254,2144.6522091214815,0
9.0,7.0,1.0,0.0,0,1,Media,Tecnologia,14612.489310686464,1042.0690780966347,1
14.0,16.0,0.0,1.0,0,0,Alta,Servicios,21704.357718100568,581.4999833640895,0
12.0,18.0,0.0,1.0,1,1,Media,Manufactura,55198.84551741267,4938.108660765803,0
63.0,15.0,0.0,0.0,0,1,Alta,Comercio,59338.86951721387,659.6396512093452,0
20.0,6.0,0.0,0.0,0,0,Media,Comercio,34808.63314218047,1650.4042131549165,0
9.0,11.0,0.0,0.0,0,0,Alta,Comercio,13956.748543698997,1437.9440067682347,0
6.0,9.0,0.0,0.0,0,0,Media,Manufactura,17227.96151514182,4270.045208733742,0
4.0,4.0,1.0,0.0,0,0,Media,Servicios,12873.443647978005,3556.8358186530086,1
11.0,11.0,0.0,1.0,0,1,Alta,Comercio,17841.254079649876,1690.5990008799154,1
6.0,2.0,0.0,1.0,0,0,Alta,Servicios,6481.606116357173,1331.700446145576,0
4.0,16.0,1.0,0.0,0,1,Media,Servicios,21677.805846384203,5942.435110867807,0
7.0,6.0,0.0,0.0,0,0,Baja,Servicios,17371.29431528965,2213.311243853675,0
5.0,10.0,0.0,1.0,1,1,Media,Comercio,19131.786460142506,5001.72190669658,1
27.0,11.0,1.0,0.0,1,0,Alta,Servicios,23482.292625716906,659.0026217292365,1
17.0,7.0,0.0,0.0,0,0,Media,Servicios,27892.50508811169,1778.8311133991288,0
10.0,13.0,,0.0,0,0,Alta,Servicios,15363.815396578228,1043.4552410973342,1
24.0,6.0,0.0,0.0,0,1,Baja,Servicios,43620.733552835445,1912.6021777296298,0
10.0,14.0,0.0,0.0,0,1,Media,Comercio,41492.14394145398,4354.311153782883,1
6.0,1.0,0.0,1.0,1,0,Media,Tecnologia,10708.03607775725,2713.797013213137,0
25.0,10.0,1.0,0.0,0,0,Alta,Servicios,24516.283609111542,663.1316347772595,0
14.0,21.0,0.0,0.0,0,1,Baja,Tecnologia,37954.60601002239,2332.8991007412765,0
5.0,3.0,1.0,1.0,0,0,Alta,Manufactura,29397.26344894655,7222.017054042212,0
9.0,5.0,0.0,0.0,0,0,Media,Comercio,8380.649902146912,1012.6090341048654,1
6.0,12.0,0.0,1.0,0,1,Baja,Comercio,49207.53006980163,8579.39549245389,0
4.0,10.0,1.0,1.0,0,0,Media,Manufactura,21434.143439251744,4219.247740216032,1
17.0,11.0,0.0,0.0,0,1,Media,Servicios,27285.323482392152,1384.627326614856,0
31.0,12.0,0.0,1.0,0,1,Media,Comercio,46297.064179473455,2038.780016836455,1
4.0,13.0,0.0,0.0,0,1,Baja,Comercio,13718.475645826928,3385.7378264964514,1
14.0,16.0,0.0,1.0,0,0,Baja,Comercio,50225.01439786638,3940.453395893725,1
7.0,11.0,0.0,0.0,0,0,Alta,Manufactura,10175.219514605236,1412.3402407719798,0
7.0,8.0,1.0,1.0,1,1,Baja,Servicios,45188.04372629965,4802.569103615846,1
7.0,13.0,0.0,1.0,0,0,Baja,Comercio,20398.75737376851,3680.3816034992224,1
6.0,20.0,0.0,0.0,0,0,Media,Comercio,12252.727876770214,2315.897318276853,1
10.0,8.0,0.0,0.0,0,0,Media,Servicios,42956.0900595117,7644.623183514128,0
6.0,3.0,1.0,1.0,1,1,Media,Servicios,33891.459827703984,4382.013167263852,1
12.0,16.0,0.0,1.0,1,0,Media,Comercio,42760.28743780233,4376.924849990813,1
10.0,8.0,1.0,0.0,0,1,Alta,Manufactura,35634.3120137113,2567.256733113421,0
9.0,0.0,1.0,1.0,1,1,Media,Comercio,19515.207653789945,2255.3521072453404,1
6.0,14.0,1.0,0.0,1,1,Baja,Manufactura,62664.64864632056,13331.966520500202,1
7.0,6.0,0.0,0.0,0,1,Baja,Comercio,7582.193642009098,645.2345585602078,1
16.0,8.0,0.0,0.0,0,0,Media,Servicios,16868.429816470485,1001.6232920495576,1
13.0,11.0,1.0,0.0,0,1,Media,Servicios,25560.93390749195,1707.9833989271397,1
6.0,10.0,1.0,1.0,1,0,Media,Servicios,34677.7572761931,4849.374302999622,0
11.0,13.0,1.0,0.0,0,1,Media,Servicios,30861.04693140091,3089.170665418222,1
16.0,6.0,0.0,1.0,1,1,Media,Servicios,38866.274727695236,3214.621448581321,0
4.0,12.0,0.0,0.0,0,0,Baja,Comercio,13319.598236559825,3220.776444463694,0
14.0,7.0,0.0,0.0,0,0,Baja,Manufactura,18090.089979593915,1360.2636628032465,0
,13.0,1.0,0.0,0,1,Media,Servicios,13543.493274825134,1990.8730678408285,1
14.0,13.0,0.0,0.0,0,1,Media,Servicios,34122.30921117686,2438.406973603188,0
6.0,3.0,0.0,0.0,0,1,Media,Servicios,18528.173070770492,2351.838384799952,0
3.0,16.0,1.0,0.0,0,1,Baja,Comercio,31730.540853364102,13954.171735507089,1
4.0,6.0,0.0,0.0,1,0,Media,Servicios,10266.945797102531,2763.323356093236,1
10.0,14.0,1.0,0.0,0,0,Alta,Servicios,26724.278107400354,2949.7125477664144,0
12.0,11.0,,0.0,0,1,Baja,Tecnologia,28550.359063960525,1944.7539314034432,0
6.0,20.0,0.0,0.0,0,0,Media,Manufactura,27637.16839710592,4106.606338752984,0
15.0,8.0,0.0,1.0,0,0,Alta,Servicios,35832.50671041953,2285.9272473436386,0
4.0,7.0,1.0,1.0,1,1,Media,Comercio,26772.06150463869,4560.960914101058,1
10.0,9.0,0.0,0.0,0,1,Media,Servicios,18435.009854206335,1208.8359743677083,0
5.0,7.0,0.0,0.0,1,0,Baja,Manufactura,26843.902269500737,4620.088203196799,0
7.0,14.0,1.0,0.0,0,0,Media,Comercio,23673.449646262798,3853.855958072427,1
10.0,0.0,0.0,1.0,0,1,Baja,Servicios,21360.276960571104,1814.2343624554944,1
6.0,3.0,0.0,0.0,0,1,Alta,Manufactura,8773.76279404944,1133.4941145311088,0
8.0,3.0,0.0,0.0,0,1,Media,Servicios,15085.465390035508,1538.2090241599324,1
18.0,15.0,0.0,0.0,0,0,Alta,Servicios,40128.266848910076,1989.4806628780336,0
7.0,,1.0,,0,1,Media,Servicios,38061.6827699101,4977.0292890422725,0
16.0,8.0,0.0,0.0,0,1,Media,Comercio,16696.47210425954,1793.1773222186582,1
5.0,8.0,,1.0,0,0,Media,Servicios,10946.254396825181,2849.702429751981,0
14.0,9.0,0.0,0.0,0,0,Alta,Servicios,29073.051476448712,2683.03301726444,1
24.0,16.0,1.0,1.0,0,0,Alta,Servicios,30360.847222883185,1694.2583928548825,1
2.0,3.0,0.0,0.0,0,1,Media,Servicios,10899.695390948067,4245.596996812305,0
6.0,,0.0,0.0,0,1,Alta,Manufactura,12767.085038619274,1567.5591916900482,1
14.0,15.0,0.0,1.0,1,1,Media,Servicios,79649.68290208223,4313.989666864744,0
9.0,12.0,0.0,0.0,0,1,Media,Servicios,15879.32331437781,2463.0977321193177,0
12.0,10.0,0.0,1.0,0,0,Media,Comercio,37082.43484529327,2695.109424137517,0
7.0,15.0,0.0,0.0,1,1,,Manufactura,32480.441164850996,3393.5918500061553,1
11.0,0.0,1.0,0.0,0,1,Baja,Manufactura,31100.116880179783,2538.484512975111,1
9.0,13.0,0.0,1.0,0,1,Baja,Comercio,15534.424840424188,1626.0968267944509,0
20.0,5.0,1.0,0.0,0,1,Media,Servicios,15575.70592904624,832.8376389923403,1
12.0,0.0,,1.0,0,0,Media,Manufactura,26729.525770632594,2371.68315228439,1
12.0,12.0,0.0,0.0,0,1,Media,Comercio,24912.856357889537,1687.8106218979315,0
8.0,17.0,0.0,1.0,0,1,Alta,Servicios,16994.656971223973,2521.544360530846,0
7.0,8.0,0.0,0.0,1,1,Media,Manufactura,15782.391795794161,1921.6541330773262,0
8.0,15.0,1.0,0.0,0,1,Media,Servicios,30791.345461735644,3701.444071626711,0
13.0,19.0,0.0,1.0,0,1,Baja,Tecnologia,61113.04344908024,5581.56654950258,1
8.0,17.0,0.0,1.0,0,0,,Manufactura,29035.199430282548,3091.3626314290486,0
12.0,19.0,0.0,1.0,0,0,Media,Comercio,38399.23240868902,2775.394680670063,1
35.0,13.0,1.0,1.0,0,0,Media,Tecnologia,44979.61259502322,1490.003225321819,0
17.0,9.0,1.0,1.0,0,0,Media,Comercio,31480.61523007518,1494.40080724581,1
8.0,0.0,0.0,0.0,0,0,Baja,Servicios,27867.897540955906,3163.9962129815904,0
21.0,8.0,1.0,0.0,0,0,Media,Comercio,30272.230763560732,1656.3956104495755,1
8.0,4.0,0.0,0.0,1,1,Baja,Servicios,25711.22375777463,5370.973555485073,1
3.0,22.0,0.0,0.0,1,1,Baja,Servicios,48802.811539922724,18925.813090757103,1
5.0,8.0,1.0,0.0,0,1,Baja,Manufactura,13762.433513487686,3097.7148650391055,0
3.0,10.0,0.0,0.0,0,0,Baja,Servicios,15854.561456261392,6034.815939284663,0
8.0,12.0,0.0,0.0,0,0,Media,Servicios,29937.546741888877,2861.581163083081,0
10.0,9.0,0.0,1.0,1,0,Baja,Comercio,28771.544104866312,2961.5149311018613,1
27.0,19.0,1.0,0.0,0,1,Alta,Manufactura,65879.54356543948,2421.8930560304266,0
12.0,5.0,1.0,0.0,0,0,Media,Servicios,15631.061299971507,1411.6363012910795,1
9.0,10.0,1.0,0.0,0,1,Baja,Servicios,22383.18894820206,2560.525778163989,1
16.0,5.0,1.0,1.0,0,1,Baja,Servicios,52733.46723398391,3624.0294081516886,0
3.0,1.0,0.0,1.0,0,1,Media,,17153.54667130168,5289.511342736128,1
11.0,5.0,,1.0,0,1,,Servicios,46121.12821703966,4254.716423327721,1
16.0,9.0,0.0,0.0,0,1,Alta,Comercio,38547.14608215703,1772.4029095394555,0
4.0,6.0,,0.0,0,1,,Servicios,11043.359282089687,2548.6354460367625,0
20.0,5.0,0.0,0.0,0,1,Baja,Servicios,48642.429065314594,3443.4445379332738,0
12.0,1.0,1.0,0.0,0,0,Media,Tecnologia,20929.51099628418,1888.826255908519,0
8.0,9.0,0.0,0.0,1,0,Baja,Servicios,31451.610736083305,3910.942511889246,1
15.0,0.0,0.0,0.0,0,0,Media,Comercio,18911.866789529053,2025.4060833858061,0
39.0,14.0,0.0,0.0,1,1,Media,Servicios,67297.001960033,1227.9489995535139,1
11.0,9.0,0.0,1.0,0,0,Baja,Comercio,31474.29353199398,2168.2317478927803,0
12.0,0.0,1.0,1.0,0,0,Baja,Comercio,16799.01265577327,2148.1162971073995,1
8.0,7.0,0.0,0.0,0,1,Media,Servicios,12100.848667481147,1530.086516111736,1
6.0,4.0,0.0,0.0,0,1,Media,Servicios,15338.788356521916,2406.0335905963957,1
16.0,11.0,1.0,0.0,0,1,Baja,Servicios,21498.09619997088,995.5843566079443,1
6.0,17.0,0.0,0.0,0,1,Media,Comercio,23793.660725292462,4435.249124172495,0
10.0,0.0,0.0,1.0,0,0,Media,Manufactura,29257.37589553737,3352.3499705068066,0
7.0,10.0,,0.0,0,0,Alta,Comercio,14302.684722105976,1554.1263006384297,0
13.0,8.0,1.0,1.0,0,1,Baja,Comercio,28087.632301692396,2086.130874349372,1
12.0,13.0,1.0,0.0,1,0,Alta,Servicios,45604.91501942883,3494.638330753455,1
